Unnamed: 0,atletas.pontos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.preco_num,atletas.foto,atletas.apelido_abreviado,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.nome,atletas.jogos_num,atletas.apelido,CA,DS,FC,FF,FS,G,I,A,FD,PS,FT,SG,V,CV,DE,DP,GS,PC,PP,GC,posicao_nome,ranking_rodada,percentil_pontuacao,classificacao_desempenho,destaque_rodada
374,0.0,284,4,1.87,False,104519,3.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Camilo,6,camilo,22,GRE,0.0,Camilo Reijers de Oliveira,11,Camilo,,16.0,15.0,2.0,1.0,,,,,,,,,,,,,1.0,,,Meia,0,0.0,Não Jogou,False
375,0.0,354,4,0.0,False,104521,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,V. Zanocelo,6,vinicius-zanocelo,22,CEA,0.0,Vinícius Nelson de Souza Zanocelo,0,Vinícius Zanocelo,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
376,0.0,280,1,0.0,False,104588,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fabrício,6,fabricio,22,RBB,0.0,Fabrício Oliveira de Souza,0,Fabrício,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
377,-0.3,2305,4,0.95,True,104640,2.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,M. Bianqui,6,matheus-bianqui,22,MIR,-0.74,Matheus Henrique Bianqui,9,Matheus Bianqui,1.0,3.0,5.0,3.0,,,,,1.0,,1.0,,,,,,,,,,Meia,310,5.87,Ruim,False
378,0.0,356,5,3.53,False,104666,11.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Moisés,5,moises,22,FOR,0.0,Moisés Vieira da Veiga,3,Moisés,1.0,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
379,10.0,263,4,3.5,True,104693,5.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Newton,7,newton,22,BOT,1.87,Newton Araújo da Costa Júnior,9,Newton,2.0,12.0,15.0,5.0,3.0,1.0,1.0,,3.0,,1.0,,,,,,,,,,Meia,23,93.37,Muito Bom,True
380,6.95,277,6,5.21,True,104754,10.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Vojvoda,7,juan-vojvoda,22,SAN,0.59,Juan Pablo Vojvoda Rizzo,13,Juan Vojvoda,,,,,,,,,,,,,2.0,,,,,,,,Técnico,68,79.82,Bom,False
381,0.0,276,2,5.82,False,104758,10.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,E. Díaz,3,enzo-diaz,22,SAO,0.0,Enzo Hernán Díaz,18,Enzo Díaz,6.0,48.0,38.0,6.0,24.0,,1.0,2.0,1.0,,,5.0,,,,,,3.0,,,Lateral,0,0.0,Não Jogou,False
382,4.4,265,4,2.52,True,104783,4.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Acevedo,7,acevedo,22,BAH,-0.06,Nicolás Brian Acevedo Tabárez,15,Acevedo,2.0,23.0,11.0,1.0,6.0,,,,4.0,,,,,,,,,,,,Meia,118,63.86,Regular,False
383,0.0,284,1,0.0,False,104933,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,J. Meurer,6,jorge-meurer,22,GRE,0.0,Jorge Meurer Bartholdy,0,Jorge Meurer,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
384,0.0,284,3,3.03,True,104994,5.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,W. Leonardo,6,wagner-leonardo,22,GRE,-0.82,Wagner Leonardo Calvelo de Souza,19,Wagner Leonardo,2.0,21.0,14.0,1.0,4.0,,1.0,1.0,4.0,,,4.0,,,,,,,,,Zagueiro,275,12.65,Regular,False
385,0.0,283,3,0.0,False,105047,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,J. Marcelo,6,joao-marcelo,22,CRU,0.0,João Marcelo Messias Ferreira,0,João Marcelo,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
386,0.0,282,4,0.97,True,105068,4.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Reinier,6,reinier,22,CAM,-0.71,Reinier Jesus Carvalho,3,Reinier,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,Meia,275,12.65,Regular,False
387,2.6,275,2,3.88,True,105175,7.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Khellven,7,khellven,22,PAL,-0.8,Khellven Douglas Silva Oliveira,4,Khellven,,4.0,5.0,,2.0,,,,,,,2.0,,,,,,,,,Lateral,172,48.34,Regular,False
388,0.0,280,2,2.4,False,105213,5.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Sant'Anna,5,sant-anna,22,RBB,0.0,Ariel Agustín Sant'Anna Quintero,9,Sant'Anna,3.0,8.0,8.0,6.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,Lateral,0,0.0,Não Jogou,False
389,9.9,263,4,2.8,True,105214,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,S. Rodríguez,7,santiago-rodriguez,22,BOT,0.84,Santiago Mariano Rodríguez Molina,12,Santiago Rodríguez,1.0,9.0,6.0,4.0,10.0,,1.0,2.0,4.0,,,,,,,,,,,,Meia,24,92.92,Bom,True
390,4.4,356,3,3.48,True,105258,8.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,G. Ávila,7,gaston-avila,22,FOR,0.26,Gastón Luciano Ávila,10,Gastón Ávila,1.0,16.0,6.0,2.0,7.0,,1.0,,3.0,,,1.0,,,,,,,,,Zagueiro,118,63.86,Regular,False
391,3.5,276,3,6.78,True,105300,9.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Ferraresi,7,ferraresi,22,SAO,-1.74,Nahuel Adolfo Ferraresi Hernández,17,Ferraresi,2.0,51.0,21.0,2.0,17.0,,1.0,3.0,,,,5.0,,,,,,,,1.0,Zagueiro,147,55.57,Regular,False
392,2.5,354,4,0.89,True,105337,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,L. Lima,6,lucas-lima,22,CEA,0.27,Lucas Eduardo Lima da Silva,9,Lucas Lima,,4.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,Meia,174,47.59,Regular,False
393,0.0,265,3,2.82,False,105373,6.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,G. Xavier,6,gabriel-xavier,22,BAH,0.0,Gabriel Lheman Xavier - Lhman,4,Gabriel Xavier,1.0,2.0,4.0,,1.0,,,,,,,2.0,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
394,0.0,262,4,0.6,False,105436,7.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carrascal,6,carrascal,22,FLA,0.0,Jorge Andrés Carrascal Guardo,2,Carrascal,,1.0,1.0,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
395,0.0,264,2,6.52,False,105531,10.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,M. Bidu,3,matheus-bidu,22,COR,0.0,Matheus Lima Beltrão Oliveira Valin,13,Matheus Bidu,3.0,21.0,9.0,6.0,30.0,,4.0,2.0,3.0,1.0,,5.0,,,,,,,,,Lateral,0,0.0,Não Jogou,False
396,3.1,284,5,0.9,True,105563,7.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,C. Vinícius,7,carlos-vinicius,22,GRE,0.07,Carlos Vinícius Alves Morais,3,Carlos Vinícius,1.0,1.0,5.0,,9.0,,2.0,,2.0,,,,,1.0,,,,,,,Atacante,159,52.11,Regular,False
397,4.9,356,5,2.86,True,105568,7.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Lucero,7,lucero,22,FOR,0.61,Juan Martín Lucero,17,Lucero,4.0,11.0,20.0,5.0,7.0,3.0,7.0,1.0,6.0,,1.0,,,,,,,,1.0,,Atacante,106,67.92,Regular,False
398,3.9,267,2,4.25,True,105584,7.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,L. Piton,7,lucas-piton,22,VAS,0.52,Lucas Piton Crivellaro,17,Lucas Piton,4.0,20.0,28.0,4.0,7.0,1.0,1.0,5.0,,,,3.0,,,,,,,,,Lateral,137,58.58,Regular,False
399,0.0,2305,4,0.08,False,105585,1.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Roni,6,roni,22,MIR,0.0,Roni Medeiros de Moura,6,Roni,1.0,1.0,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
400,2.4,275,4,4.2,True,105647,8.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Maurício,7,mauricio,22,PAL,-0.58,Maurício Magalhães Prado,15,Maurício,,8.0,8.0,8.0,7.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,Meia,177,46.69,Regular,False
401,1.0,264,5,3.12,True,105786,5.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,T. Magno,6,talles-magno,22,COR,-0.57,Talles Magno Bacelar Martins,18,Talles Magno,1.0,13.0,17.0,10.0,27.0,1.0,9.0,1.0,5.0,,1.0,,,,,,,,,,Atacante,234,29.22,Regular,False
402,7.0,286,3,4.9,True,105807,6.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,L. Freitas,6,luan-freitas,22,JUV,1.46,Luan de Freitas Molarinho Chagas,2,Luan Freitas,,2.0,2.0,3.0,,,,,,,,1.0,,,,,,,,,Zagueiro,66,80.27,Bom,False
403,0.0,285,5,4.54,False,105811,10.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Wesley,6,wesley,22,INT,0.0,Wesley Ribeiro Silva,18,Wesley,2.0,24.0,20.0,10.0,35.0,,6.0,3.0,9.0,,1.0,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
404,6.5,287,3,3.62,True,105842,5.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edu,6,edu,22,VIT,0.8,Lucas Eduardo Ribeiro de Souza,13,Edu,,12.0,5.0,3.0,4.0,,,,1.0,,,5.0,,,,,,,,,Zagueiro,74,77.26,Bom,False
405,0.0,354,4,2.4,False,105845,5.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,M. Araújo,6,matheus-araujo,22,CEA,0.0,Matheus de Araújo Andrade,8,Matheus Araújo,,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
406,2.0,356,5,2.69,True,105900,4.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Allanzinho,6,allanzinho,22,FOR,-0.09,Allan Victor Oliveira Mota,7,Allanzinho,1.0,2.0,5.0,3.0,10.0,,1.0,2.0,,1.0,,,,,,,,,,,Atacante,190,42.02,Regular,False
407,0.3,2305,4,2.17,True,105903,3.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,J. Aldo,7,jose-aldo,22,MIR,-0.36,José Aldo Soares de Oliveira Filho,17,José Aldo,2.0,20.0,18.0,5.0,9.0,,1.0,,5.0,,,,,,,,,,,,Meia,270,18.83,Regular,False
408,1.6,285,1,5.1,True,105949,9.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Rochet,7,rochet,22,INT,-0.49,Sergio Ramón Rochet Álvarez,9,Rochet,,,,,2.0,,,,,,,2.0,,,33.0,,8.0,,,,Goleiro,208,37.35,Regular,False
409,2.5,265,3,2.69,True,105990,4.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,S. Mingo,7,santiago-mingo,22,BAH,-0.31,Santiago Martín Ramos Mingo,19,Santiago Mingo,4.0,14.0,22.0,5.0,14.0,,2.0,,,,,6.0,,,,,,,,,Zagueiro,174,47.59,Regular,False
410,0.0,286,2,3.34,False,106082,6.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ewerthon,5,ewerthon,22,JUV,0.0,Ewerthon Diógenes da Silva,12,Ewerthon,2.0,20.0,7.0,4.0,7.0,,,,2.0,,,1.0,,,,,,,,,Lateral,0,0.0,Não Jogou,False
411,7.27,286,6,4.34,True,106147,7.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,T. Carpini,7,thiago-carpini,22,JUV,0.52,Thiago Carpini Barbosa,16,Thiago Carpini,,,,,,,,,,,,,4.0,,,,,,,,Técnico,63,81.33,Bom,False
412,0.0,280,1,6.23,False,106160,7.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Lucão,6,lucao,22,RBB,0.0,Lucas Alexandre Galdino de Azevedo,3,Lucão,1.0,,,,1.0,,,,,,,1.0,,,14.0,,4.0,,,,Goleiro,0,0.0,Não Jogou,False
413,0.0,285,2,0.0,False,106202,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,B. Gomes,5,bruno-gomes,22,INT,0.0,Bruno Gomes da Silva Clevelário,0,Bruno Gomes,,,,,,,,,,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
414,0.0,276,4,2.07,False,106294,3.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,M. Antônio,5,marcos-antonio,22,SAO,0.0,Marcos Antônio Silva Santos,16,Marcos Antônio,3.0,13.0,18.0,3.0,17.0,,,2.0,1.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
415,0.0,265,4,2.4,False,106323,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,C. Alexandre,5,caio-alexandre,22,BAH,0.0,Caio Alexandre Souza e Silva,16,Caio Alexandre,4.0,18.0,28.0,5.0,27.0,,,1.0,1.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
416,0.0,280,3,5.1,False,106434,8.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,E. Santos,5,eduardo-santos,22,RBB,0.0,Eduardo Gonzaga Mendes Santos,7,Eduardo Santos,,10.0,1.0,,2.0,,,,,,,4.0,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
417,7.9,283,3,5.9,True,106593,8.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Villalba,7,villalba,22,CRU,0.85,Lucas Hernán Villalba,19,Villalba,5.0,25.0,12.0,5.0,10.0,1.0,,,2.0,,3.0,11.0,,,,,,,,,Zagueiro,48,85.84,Bom,False
418,1.5,292,5,3.05,True,106681,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,L. Pereira,7,leo-pereira,22,SPT,-0.04,Leonardo Augusto dos Santos Pereira,11,Léo Pereira,,10.0,8.0,4.0,19.0,,3.0,1.0,3.0,,,,,,,,,,,,Atacante,211,35.54,Regular,False
419,5.5,286,2,8.25,True,106708,7.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,I. Formiga,6,igor-formiga,22,JUV,0.54,Igor Marques Paciência Cardoso,2,Igor Formiga,,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,Lateral,95,71.54,Bom,False
420,14.5,265,4,4.42,True,106822,8.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,R. Nestor,6,rodrigo-nestor,22,BAH,2.3,Rodrigo Nestor Bertalia,9,Rodrigo Nestor,1.0,12.0,5.0,2.0,5.0,2.0,,,1.0,,1.0,,,,,,,,,,Meia,2,99.7,Muito Bom,True
421,2.0,276,2,3.43,True,106829,5.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Patryck,7,patryck,22,SAO,-0.2,Patryck Lanza dos Reis,3,Patryck,1.0,1.0,2.0,4.0,2.0,,,,1.0,,,1.0,,,,,,,,,Lateral,190,42.02,Regular,False
422,0.0,354,5,2.65,False,106918,4.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,P. Baya,6,paulo-baya,22,CEA,0.0,Paulo Henrique Silva Ribeiro,6,Paulo Baya,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
423,0.0,265,2,6.36,True,107093,9.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,L. Juba,7,luciano-juba,22,BAH,-2.24,Luciano Batista da Silva Júnior,20,Luciano Juba,2.0,21.0,16.0,7.0,7.0,5.0,1.0,3.0,3.0,,,7.0,,,,,,,,,Lateral,275,12.65,Regular,False
424,9.7,263,5,2.72,True,107170,4.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Jeffinho,7,jeffinho,22,BOT,1.95,Jefferson Ruan Pereira dos Santos,6,Jeffinho,,3.0,4.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,Atacante,27,91.42,Bom,True
425,0.0,265,4,3.48,False,107173,7.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,M. Araújo,6,michel-araujo,22,BAH,0.0,Michel Daryl Araújo Villar,11,Michel Araújo,1.0,6.0,10.0,1.0,1.0,4.0,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
426,0.0,285,4,4.48,False,107174,7.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,B. Tabata,6,bruno-tabata,22,INT,0.0,Bruno Vinícius Souza Ramos,16,Bruno Tabata,4.0,15.0,10.0,8.0,19.0,3.0,2.0,1.0,7.0,,1.0,,,,,,,,,,Meia,0,0.0,Não Jogou,False
427,0.0,264,1,3.08,False,107179,4.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,M. Donelli,6,matheus-donelli,22,COR,0.0,Matheus Planelles Donelli,5,Matheus Donelli,1.0,,,,1.0,,,,,,,1.0,,,13.0,,6.0,,,,Goleiro,0,0.0,Não Jogou,False
428,0.0,263,1,6.3,False,107183,6.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,L. Linck,6,leo-linck,22,BOT,0.0,Leonardo Matias Baiersdorf Linck,1,Léo Linck,,,,,,,,,,,,1.0,,,1.0,,,,,,Goleiro,0,0.0,Não Jogou,False
429,0.0,356,1,2.9,False,107221,3.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Magrão,6,magrao,22,FOR,0.0,Audenirton Soares da Silva,2,Magrão,,,,,,,,,,,,,,,6.0,,2.0,,,,Goleiro,0,0.0,Não Jogou,False
430,12.6,263,4,2.82,True,107231,9.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Danilo,7,danilo,22,BOT,1.87,Danilo dos Santos de Oliveira,5,Danilo,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,Meia,8,97.89,Muito Bom,True
431,5.7,280,2,3.97,True,107236,5.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vanderlan,7,vanderlan,22,RBB,0.45,Vanderlan Barbosa da Silva,6,Vanderlan,,12.0,10.0,1.0,6.0,,,1.0,,,,,,,,,,,,,Lateral,92,72.44,Bom,False
432,0.5,286,5,2.58,True,107516,4.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ênio,6,enio,22,JUV,-0.11,Sebastião Ênio Santos de Almeida,14,Ênio,2.0,6.0,4.0,6.0,23.0,1.0,5.0,,3.0,,1.0,,,,,,,,,,Atacante,256,22.14,Regular,False
433,2.0,282,2,5.14,True,107554,8.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Natanael,7,natanael,22,CAM,0.21,Natanael Moreira Milouski,20,Natanael,1.0,32.0,18.0,8.0,17.0,1.0,2.0,,3.0,,,7.0,,,,,,,,,Lateral,190,42.02,Regular,False
434,0.0,292,1,0.0,False,107698,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Adriano,6,adriano,22,SPT,0.0,Antônio Adriano Nascimento de Sousa,0,Adriano,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
435,1.5,292,5,3.85,True,107726,6.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,C. Barletta,6,chrystian-barletta,22,SPT,0.21,Chrystian Amaral Barletta de Almeida,20,Chrystian Barletta,1.0,14.0,9.0,14.0,20.0,2.0,5.0,,14.0,,2.0,,,,,,,,,,Atacante,211,35.54,Regular,False
436,0.5,280,4,2.17,True,107744,4.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Praxedes,6,praxedes,22,RBB,-0.3,Bruno Conceição Praxedes,7,Praxedes,1.0,4.0,5.0,6.0,9.0,,,,2.0,,,,,,,,,,,,Meia,256,22.14,Regular,False
437,0.0,284,1,0.0,False,107748,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Adriel,6,adriel,22,GRE,0.0,Adriel Vasconcelos Ramos,0,Adriel,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
438,0.0,286,3,1.35,False,107801,2.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Natã,5,nata,22,JUV,0.0,Natã Felipe de Amorim Santos,2,Natã,,2.0,1.0,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
439,0.2,356,4,0.2,True,107812,3.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Pierre,6,pierre,22,FOR,-0.33,Pierre Wagner Oliveira dos Santos,1,Pierre,,,1.0,,1.0,,,,,,,,,,,,,,,,Meia,272,18.22,Regular,False
440,0.0,287,1,0.0,False,107859,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Fintelman,6,fintelman,22,VIT,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,0,Fintelman,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
441,1.5,276,4,4.27,True,107873,5.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Bobadilla,7,bobadilla,22,SAO,-1.3,Damián Josué Bobadilla Benítez,17,Bobadilla,2.0,30.0,18.0,5.0,8.0,2.0,1.0,1.0,5.0,,,,,,,,,,,,Meia,211,35.54,Regular,False
442,0.0,264,2,2.23,False,107908,5.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Hugo,6,hugo,22,COR,0.0,Hugo Ferreira de Farias,3,Hugo,,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
443,0.0,282,4,3.05,False,107950,7.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,F. Vera,6,fausto-vera,22,CAM,0.0,Fausto Mariano Vera,9,Fausto Vera,2.0,13.0,10.0,3.0,5.0,1.0,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
